year,award,outcome,title,author,published
1992,Best Short Story,Finalist,“The Arbitrary Placement of Walls”,Martha Soukup,Asimov’s Magazine
1992,Best Short Story,Winner,“Even the Queen”,Connie Willis,Asimov’s Magazine
1991,Best Novel,Finalist,Orbital Resonance,John Barnes,Tor
1991,Best Novel,Finalist,Barrayar,Lois Mcmaster Bujold,Analog
1991,Best Novel,Finalist,Bone Dance,Emma Bull,Ace
1991,Best Novel,Finalist,Synners,Pat Cadigan,Bantam Spectra
1991,Best Novel,Finalist,The Difference Engine,William Gibson,Bruce Sterling
1991,Best Novel,Winner,Stations of the Tide,Michael Swanwick,Asimov’s Magazine
1991,Best Novella,Finalist,“Man Opening a Door”,Paul Ash,Analog
1991,Best Novella,Finalist,"“Apartheid, Superstrings, and Mordecai Thubana”",Michael Bishop,Axolotl
1991,Best Novella,Winner,“Beggars in Spain”,Nancy Kress,Asimov’s Magazine
1991,Best Novella,Finalist,“Bully!”,Mike Resnick,Axolotl
1991,Best Novella,Finalist,“The Gallery of His Dreams”,Kristine Kathryn Rusch,Axolotl
1991,Best Novella,Finalist,“Jack”,Connie Willis,Asimov’s Magazine
1991,Best Novelette,Finalist,“Gate of Faces”,Ray Aldridge,The Magazine of Fantasy and Science Fiction
1991,Best Novelette,Winner,“Guide Dog”,Mike Conner,The Magazine of Fantasy and Science Fiction
1991,Best Novelette,Finalist,“Black Glass”,Karen Joy Fowler,no publishing information available
1991,Best Novelette,Finalist,“Standing in Line with Mister Jimmy”,James Patrick Kelly,Asimov’s Magazine
1991,Best Novelette,Finalist,“The Happy Man”,Jonathan Lethem,Asimov’s Magazine
1991,Best Novelette,Finalist,“Getting Real”,Susan M. Schwartz,no publishing information available
1991,Best Novelette,Finalist,“The All-Consuming”,Lucius Shepard,Robert Frazier
1991,Best Short Story,Finalist,“They’re Made Out of Meat”,Terry Bisson,Omni
1991,Best Short Story,Winner,“Ma Qui”,Alan Brennert,The Magazine of Fantasy and Science Fiction
1991,Best Short Story,Finalist,“The Dark”,Karen Joy Fowler,The Magazine of Fantasy and Science Fiction
1991,Best Short Story,Finalist,“Buffalo”,John Kessel,The Magazine of Fantasy and Science Fiction
1991,Best Short Story,Finalist,“Dog’s Life”,Martha Soukup,Amazing Stories
1991,Best Short Story,Finalist,"“the button, and what you know”",W. Gregory Stewart,Amazing Stories
1990,Best Novel,Finalist,The Fall of Hyperion,Dan Simmons,Doubleday
1990,Best Novel,Finalist,Only Begotten Daughter,James Morrow,Morrow
1990,Best Novel,Finalist,Redshift Rendezvous,John E. Stith,Ace
1990,Best Novel,Winner,Tehanu: The Last Book of Earthsea,Ursula K. Le Guin,Macmillan Atheneum
1990,Best Novel,Finalist,Mary Reilly,Valerie Martin,Doubleday
1990,Best Novel,Finalist,White Jenna,Jane Yolen,Tor
1990,Best Novella,Finalist,“Weatherman”,Lois Mcmaster Bujold,Analog
1990,Best Novella,Finalist,“Fool to Believe”,Pat Cadigan,Asimov’s Magazine
1990,Best Novella,Finalist,“Mr. Boy”,James Patrick Kelly,Asimov’s Magazine
1990,Best Novella,Finalist,“Bones”,Pat Murphy,Asimov’s Magazine
1990,Best Novelette,Finalist,"“The Coon Rolled Down and Ruptured His Larinks, A Squeezed Novel by Mr. Skunk”",Dafydd Ab Hugh,Asimov’s Magazine
1990,Best Novelette,Winner,“Tower of Babylon”,Ted Chiang,Omni
1990,Best Novelette,Finalist,“The Shobies’ Story”,Ursula K. Le Guin,Universe 1
1990,Best Novelette,Finalist,“1/72nd Scale”,Ian R. Macleod,Weird Tales
1990,Best Novelette,Finalist,“The Manamouki”,Mike Resnick,Asimov’s Magazine
1990,Best Novelette,Finalist,“A Time for Every Purpose”,Kristine Kathryn Rusch,Amazing Stories
1990,Best Novelette,Finalist,“Loose Cannon”,Susan M. Schwartz,no publishing information available
1990,Best Novelette,Finalist,“Over the Long Haul”,Martha Soukup,Amazing Stories
1990,Best Short Story,Winner,“Bears Discover Fire”,Terry Bisson,Asimov’s Magazine
1990,Best Short Story,Finalist,“The Power and the Passion”,Pat Cadigan,Omni
1990,Best Short Story,Finalist,“Lieserl”,Karen Joy Fowler,Asimov’s Magazine
1990,Best Short Story,Finalist,“Love and Sex Among the Invertebrates”,Pat Murphy,no publishing information available
1990,Best Short Story,Finalist,“Before I Wake”,Kim Stanley Robinson,Interzone
1990,Best Short Story,Finalist,“Story Child”,Kristine Kathryn Rusch,no publishing information available
1989,Best Novel,Finalist,The Boat of a Million Years,Poul Anderson,Tor
1989,Best Novel,Finalist,Prentice Alvin,Orson Scott Card,Tor
1989,Best Novel,Finalist,Good News From Outer Space,John Kessel,Tor
1989,Best Novel,Finalist,Ivory,Mike Resnick,Tor
1989,Best Novel,Winner,The Healer’s War,Elizabeth Anne Scarborough,Doubleday
1989,Best Novel,Finalist,"Sister Light, Sister Dark",Jane Yolen,Tor
1989,Best Novella,Winner,“The Mountains of Mourning”,Lois Mcmaster Bujold,Analog
1989,Best Novella,Finalist,“Great Work of Time”,John Crowley,no publishing information available
1989,Best Novella,Finalist,“Marid Changes His Mind”,George Alec Effinger,Asimov’s Magazine
1989,Best Novella,Finalist,“A Touch of Lavender”,Megan Lindholm,Asimov’s Magazine
1989,Best Novella,Finalist,“Tiny Tango”,Judith Moffett,Asimov’s Magazine
1989,Best Novella,Finalist,“A Dozen Tough Jobs”,Howard Waldrop,no publishing information available
1989,Best Novelette,Finalist,“Sisters”,Greg Bear,no publishing information available
1989,Best Novelette,Finalist,“Silver Lady and the Fortyish Man”,Megan Lindholm,Asimov’s Magazine
1989,Best Novelette,Finalist,“For I Have Touched the Sky”,Mike Resnick,The Magazine of Fantasy and Science Fiction
1989,Best Novelette,Finalist,“Fast Cars”,Kristine Kathryn Rusch,Asimov’s Magazine
1989,Best Novelette,Finalist,“Enter a Soldier. Later: Enter Another”,Robert Silverberg,Asimov’s Magazine
1989,Best Novelette,Winner,“At the Rialto”,Connie Willis,Omni
1989,Best Short Story,Finalist,“The Adinkra Cloth”,Mary C. Aldridge,Marion Zimmer Bradley’s Fantasy Magazine
1989,Best Short Story,Finalist,“Lost Boys”,Orson Scott Card,The Magazine of Fantasy and Science Fiction
1989,Best Short Story,Finalist,“Boobs”,Suzy Mckee Charnas,Asimov’s Magazine
1989,Best Short Story,Winner,“Ripples in the Dirac Sea”,Geoffrey A. Landis,Asimov’s Magazine
1989,Best Short Story,Finalist,“Dori Bangs”,Bruce Sterling,Asimov’s Magazine
1988,Best Novel,Finalist,Great Sky River,Gregory Benford,Bantam Spectra
1988,Best Novel,Winner,Falling Free,Lois Mcmaster Bujold,Analog
1988,Best Novel,Finalist,Red Prophet,Orson Scott Card,Tor
1988,Best Novel,Finalist,Mona Lisa Overdrive,William Gibson,Bantam Spectra
1988,Best Novel,Finalist,Deserted Cities of the Heart,Lewis Shiner,Doubleday
1988,Best Novel,Finalist,Drowning Towers,George Turner,Morrow
1988,Best Novel,Finalist,The Urth of the New Sun,Gene Wolfe,Tor
1988,Best Novella,Finalist,“The Calvin Coolidge Home for Dead Comedians”,Bradley Denton,The Magazine of Fantasy and Science Fiction
1988,Best Novella,Finalist,“The Scalehunter’s Beautiful Daughter”,Lucius Shepard,Asimov’s Magazine
1988,Best Novella,Finalist,“Journals of the Plague Years”,Norman Spinrad,no publishing information available
1988,Best Novella,Finalist,“Surfacing”,Walter Jon Williams,Asimov’s Magazine
1988,Best Novella,Winner,“The Last of the Winnebagos”,Connie Willis,Asimov’s Magazine
1988,Best Novella,Finalist,“The Devil’s Arithmetic”,Jane Yolen,Viking Kestrel
1988,Best Novelette,Finalist,“Ginny Sweethips’ Flying Circus”,"Neal Barrett, Jr. ",Asimov’s Magazine
1988,Best Novelette,Winner,“Schrodinger’s Kitten”,George Alec Effinger,Omni
1988,Best Novelette,Finalist,“Peaches for Mad Molly”,Steven Gould,Analog
1988,Best Novelette,Finalist,“Unfinished Portrait of the King of Pain by Van Gogh”,Ian Mcdonald,no publishing information available
1988,Best Novelette,Finalist,“The Hob”,Judith Moffett,Asimov’s Magazine
1988,Best Novelette,Finalist,“Kirinyaga”,Mike Resnick,The Magazine of Fantasy and Science Fiction
1988,Best Novelette,Finalist,"“Do Ya, Do Ya, Wanna Dance”",Howard Waldrop,Asimov’s Magazine
1988,Best Short Story,Finalist,“Voices of the Kill”,Thomas M. Disch,no publishing information available
1988,Best Short Story,Winner,"“Bible Stories for Adults, No. 17: The Deluge”",James Morrow,no publishing information available
1988,Best Short Story,Finalist,“Mrs. Shummel Exits a Winner”,John Kessel,Asimov’s Magazine
1988,Best Short Story,Finalist,“The Fort Moxie Branch”,Jack Mcdevitt,no publishing information available
1988,Best Short Story,Finalist,“Dead Men on TV”,Pat Murphy,no publishing information available
1988,Best Short Story,Finalist,“The Color Winter”,Steven Popkes,Asimov’s Magazine
1987,Best Novel,Finalist,The Forge of God,Greg Bear,Tor
1987,Best Novel,Finalist,The Uplift War,David Brin,Bantam Spectra
1987,Best Novel,Finalist,Vergil in Averno,Avram Davidson,Doubleday
1987,Best Novel,Finalist,When Gravity Fails,George Alec Effinger,Arbor House
1987,Best Novel,Winner,The Falling Woman,Pat Murphy,Tor
1987,Best Novel,Finalist,Soldier of the Mist,Gene Wolfe,Tor
1987,Best Novella,Finalist,“Fugue State”,John M. Ford,no publishing information available
1987,Best Novella,Finalist,“The Tiger Sweater”,Keith Roberts,The Magazine of Fantasy and Science Fiction
1987,Best Novella,Winner,“The Blind Geometer”,Kim Stanley Robinson,Asimov’s Magazine
1987,Best Novella,Finalist,“The Unconquered Country”,Geoff Ryman,Bantam Spectra
1987,Best Novella,Finalist,“The Secret Sharer”,Robert Silverberg,Asimov’s Magazine
1987,Best Novella,Finalist,“Witness”,Walter Jon Williams,no publishing information available
1987,Best Novelette,Finalist,“The Evening and the Morning and the Night”,Octavia E. Butler,Omni
1987,Best Novelette,Finalist,"“Buffalo Gals, Won’t You Come Out Tonight”",Ursula K. Le Guin,The Magazine of Fantasy and Science Fiction
1987,Best Novelette,Finalist,“Dream Baby”,Bruce Mcallister,Asimov’s Magazine
1987,Best Novelette,Winner,“Rachel in Love”,Pat Murphy,Asimov’s Magazine
1987,Best Novelette,Finalist,“Flowers of Edo”,Bruce Sterling,Asimov’s Magazine
1987,Best Novelette,Finalist,“Schwarzschild Radius”,Connie Willis,no publishing information available
1987,Best Short Story,Finalist,“Angel”,Pat Cadigan,Asimov’s Magazine
1987,Best Short Story,Finalist,“Kid Charlemagne”,Paul Di Filippo,Amazing Stories
1987,Best Short Story,Finalist,“The Faithful Companion at Forty”,Karen Joy Fowler,Asimov’s Magazine
1987,Best Short Story,Finalist,“Cassandra’s Photographs”,Lisa Goldstein,Asimov’s Magazine
1987,Best Short Story,Finalist,“Temple to a Minor Goddess”,Susan Shwartz,Amazing Stories
1987,Best Short Story,Finalist,“Why I Left Harry’s All-Night Hamburgers”,Lawrence Watt-Evans,Asimov’s Magazine
1987,Best Short Story,Winner,"“Forever Yours, Anna”",Kate Wilhelm,Omni
1986,Best Novel,Finalist,The Handmaid’s Tale,Margaret Atwood,Houghton Mifflin
1986,Best Novel,Winner,Speaker for the Dead,Orson Scott Card,Tor
1986,Best Novel,Finalist,Count Zero,William Gibson,Asimov’s Magazine
1986,Best Novel,Finalist,This Is the Way the World Ends,James Morrow,Henry Holt
1986,Best Novel,Finalist,The Journal of Nicholas the American,Leigh Kennedy,Atlantic Monthly Press
1986,Best Novel,Finalist,Free Live Free,Gene Wolfe,Tor
1986,Best Novella,Finalist,“Newton Sleep”,Gregory Benford,The Magazine of Fantasy and Science Fiction
1986,Best Novella,Finalist,“Escape from Kathmandu”,Kim Stanley Robinson,Asimov’s Magazine
1986,Best Novella,Winner,“R&R”,Lucius Shepard,Asimov’s Magazine
1986,Best Novella,Finalist,“Gilgamesh in the Outback”,Robert Silverberg,Asimov’s Magazine
1986,Best Novella,Finalist,“Dydeetown Girl”,F. Paul Wilson,no publishing information available
1986,Best Novelette,Finalist,“Hatrack River”,Orson Scott Card,Asimov’s Magazine
1986,Best Novelette,Finalist,“Listening to Brahms”,Suzy Mckee Charnas,Omni
1986,Best Novelette,Finalist,“The Winter Market”,William Gibson,Interzone
1986,Best Novelette,Finalist,“Surviving”,Judith Moffett,The Magazine of Fantasy and Science Fiction
1986,Best Novelette,Finalist,“Aymara”,Lucius Shepard,Asimov’s Magazine
1986,Best Novelette,Winner,“The Girl Who Fell into the Sky”,Kate Wilhelm,Asimov’s Magazine
1986,Best Novelette,Finalist,“Permafrost”,Roger Zelazny,Omni
1986,Best Short Story,Finalist,“Robot Dreams”,Isaac Asimov,Asimov’s Magazine
1986,Best Short Story,Winner,“Tangents”,Greg Bear,Omni
1986,Best Short Story,Finalist,“Pretty Boy Crossover”,Pat Cadigan,Asimov’s Magazine
1986,Best Short Story,Finalist,“Rat”,James Patrick Kelly,The Magazine of Fantasy and Science Fiction
1986,Best Short Story,Finalist,“The Boy Who Plaited Manes”,Nancy Springer,The Magazine of Fantasy and Science Fiction
1986,Best Short Story,Finalist,“The Lions Are Asleep This Night”,Howard Waldrop,Omni
1985,Best Novel,Finalist,Helliconia Winter,Brian W. Aldiss,Atheneum
1985,Best Novel,Finalist,Blood Music,Greg Bear,Arbor House
1985,Best Novel,Finalist,The Postman,David Brin,Bantam Spectra
1985,Best Novel,Winner,Ender’s Game,Orson Scott Card,Tor
1985,Best Novel,Finalist,The Remaking of Sigmund Freud,Barry N. Malzberg,Ballantine Del Rey
1985,Best Novel,Finalist,Dinner at Deviant’s Palace,Tim Powers,Ace
1985,Best Novel,Finalist,Schismatrix,Bruce Sterling,Arbor House
1985,Best Novella,Finalist,“The Only Neat Thing to Do”,James Tiptree Jr. ,The Magazine of Fantasy and Science Fiction
1985,Best Novella,Finalist,“Green Mars”,Kim Stanley Robinson,Asimov’s Magazine
1985,Best Novella,Winner,“Sailing to Byzantium”,Robert Silverberg,Asimov’s Magazine
1985,Best Novella,Finalist,“Green Days in Brunei”,Bruce Sterling,Asimov’s Magazine
1985,Best Novella,Finalist,“The Gorgon Field”,Kate Wilhelm,Asimov’s Magazine
1985,Best Novella,Finalist,"“24 Views of Mt. Fuji, by Hokusai”",Roger Zelazny,Asimov’s Magazine
1985,Best Novelette,Finalist,“A Gift from the GrayLanders”,Michael Bishop,Asimov’s Magazine
1985,Best Novelette,Finalist,“The Fringe”,Orson Scott Card,The Magazine of Fantasy and Science Fiction
1985,Best Novelette,Finalist,“Paladin of the Lost Hour”,Harlan Ellison,Twilight Zone
1985,Best Novelette,Winner,“Portraits of His Children”,George R. R. Martin,Asimov’s Magazine
1985,Best Novelette,Finalist,“The Jaguar Hunter”,Lucius Shepard,The Magazine of Fantasy and Science Fiction
1985,Best Novelette,Finalist,“Dogfight”,Michael Swanwick,William Gibson
1985,Best Novelette,Finalist,“Rockabye Baby”,S. C. Sykes,Analog
1985,Best Short Story,Finalist,“Paper Dragons”,James P. Blaylock,no publishing information available
1985,Best Short Story,Finalist,“Snow”,John Crowley,Omni
1985,Best Short Story,Finalist,“The Gods of Mars”,Gardner Dozois,Jack Dann
1985,Best Short Story,Finalist,“More Than the Sum of His Parts”,Joe Haldeman,Playboy
1985,Best Short Story,Winner,“Out of All Them Bright Stars”,Nancy Kress,The Magazine of Fantasy and Science Fiction
1985,Best Short Story,Finalist,“Flying Saucer Rock & Roll”,Howard Waldrop,Omni
1985,Best Short Story,Finalist,“Heirs of the Perisphere”,Howard Waldrop,Playboy
1985,Best Short Story,Finalist,“Hong’s Bluff”,William F. Wu,Omni
1984,Best Novel,Finalist,The Man Who Melted,Jack Dann,Bluejay
1984,Best Novel,Winner,Neuromancer,William Gibson,Ace
1984,Best Novel,Finalist,Job: A Comedy of Justice,Robert A. Heinlein,Ballantine Del Rey
1984,Best Novel,Finalist,The Integral Trees,Larry Niven,Ballantine Del Rey
1984,Best Novel,Finalist,The Wild Shore,Kim Stanley Robinson,Ace
1984,Best Novel,Finalist,Frontera,Lewis Shiner,Baen
1984,Best Novella,Finalist,“Young Doctor Esterhazy”,Avram Davidson,Amazing Stories
1984,Best Novella,Finalist,“Trinity”,Nancy Kress,Asimov’s Magazine
1984,Best Novella,Finalist,“The Greening of Bed-Stuy”,Frederik Pohl,The Magazine of Fantasy and Science Fiction
1984,Best Novella,Finalist,“A Traveler’s Tale”,Lucius Shepard,Asimov’s Magazine
1984,Best Novella,Finalist,“Marrow Death”,Michael Swanwick,Asimov’s Magazine
1984,Best Novella,Winner,“PRESS ENTER[]”,John Varley,Asimov’s Magazine
1984,Best Novelette,Winner,“Bloodchild”,Octavia E. Butler,Asimov’s Magazine
1984,Best Novelette,Finalist,“Bad Medicine”,Jack Dann,Asimov’s Magazine
1984,Best Novelette,Finalist,“Saint Theresa of the Aliens”,James Patrick Kelly,Asimov’s Magazine
1984,Best Novelette,Finalist,“The Lucky Strike”,Kim Stanley Robinson,no publishing information available
1984,Best Novelette,Finalist,“The Man Who Painted the Dragon Griaule”,Lucius Shepard,The Magazine of Fantasy and Science Fiction
1984,Best Novelette,Finalist,“Trojan Horse”,Michael Swanwick,Omni
1984,Best Short Story,Winner,“Morning Child”,Gardner Dozois,Omni
1984,Best Short Story,Finalist,"“The Aliens Who Knew, I Mean, Everything”",George Alec Effinger,The Magazine of Fantasy and Science Fiction
1984,Best Short Story,Finalist,“Salvador”,Lucius Shepard,The Magazine of Fantasy and Science Fiction
1984,Best Short Story,Finalist,“Sunken Gardens”,Bruce Sterling,Omni
1984,Best Short Story,Finalist,“A Cabin on the Coast”,Gene Wolfe,The Magazine of Fantasy and Science Fiction
1984,Best Short Story,Finalist,“The Eichmann Variations”,George Zebrowski,no publishing information available
1983,Best Novel,Finalist,Against Infinity,Gregory Benford,Timescape
1983,Best Novel,Winner,Startide Rising,David Brin,
1983,Best Novel,Finalist,Tea with the Black Dragon,R. A. Macavoy,Bantam
1983,Best Novel,Finalist,The Void Captain’s Tale,Norman Spinrad,Timescape
1983,Best Novel,Finalist,Lyonesse,Jack Vance,Berkley
1983,Best Novel,Finalist,The Citadel of the Autarch,Gene Wolfe,Timescape
1983,Best Novella,Winner,“Hardfought”,Greg Bear,Asimov’s Magazine
1983,Best Novella,Finalist,“The Gospel According to Gamaliel Crucis”,Michael Bishop,Asimov’s Magazine
1983,Best Novella,Finalist,“Her Habiline Husband”,Michael Bishop,no publishing information available
1983,Best Novella,Finalist,“Eszterhazy and the Autogondola-Invention”,Avram Davidson,Amazing Stories
1983,Best Novella,Finalist,“Transit”,Vonda N. Mcintyre,Asimov’s Magazine
1983,Best Novella,Finalist,“Homefaring”,Robert Silverberg,Amazing Stories
1983,Best Novelette,Winner,“Blood Music”,Greg Bear,Analog
1983,Best Novelette,Finalist,“Blind Shemmy”,Jack Dann,Omni
1983,Best Novelette,Finalist,“The Monkey Treatment”,George R. R. Martin,The Magazine of Fantasy and Science Fiction
1983,Best Novelette,Finalist,“Black Air”,Kim Stanley Robinson,The Magazine of Fantasy and Science Fiction
1983,Best Novelette,Finalist,“Cicada Queen”,Bruce Sterling,no publishing information available
1983,Best Novelette,Finalist,“Slow Birds”,Ian Watson,The Magazine of Fantasy and Science Fiction
1983,Best Novelette,Finalist,“The Sidon in the Mirror”,Connie Willis,Asimov’s Magazine
1983,Best Short Story,Winner,“The Peacemaker”,Gardner Dozois,Asimov’s Magazine
1983,Best Short Story,Finalist,“Her Furry Face”,Leigh Kennedy,Asimov’s Magazine
1983,Best Short Story,Finalist,“Cryptic”,Jack Mcdevitt,Asimov’s Magazine
1983,Best Short Story,Finalist,“Ghost Town”,Chad Oliver,Analog
1983,Best Short Story,Finalist,“The Geometry of Narrative”,Hilbert Schenck,Analog
1983,Best Short Story,Finalist,“Wong’s Lost and Found Emporium”,William F. Wu,Amazing Stories
1982,Best Novel,Finalist,Helliconia Spring,Brian W. Aldiss,Atheneum
1982,Best Novel,Finalist,Foundation’s Edge,Isaac Asimov,Doubleday
1982,Best Novel,Winner,No Enemy but Time,Michael Bishop,Timescape
1982,Best Novel,Finalist,The Transmigration of Timothy Archer,Phillip K. Dick,Timescape
1982,Best Novel,Finalist,Friday,Robert A. Heinlein,"Holt, Rinehart & Winston"
1982,Best Novel,Finalist,The Sword of the Lictor,Gene Wolfe,Timescape
1982,Best Novella,Finalist,“Souls”,Joanna Russ,The Magazine of Fantasy and Science Fiction
1982,Best Novella,Winner,“Another Orphan”,John Kessel,The Magazine of Fantasy and Science Fiction
1982,Best Novella,Finalist,“Horrible Imaginings”,Fritz Leiber,no publishing information available
1982,Best Novella,Finalist,“Moon of Ice”,Brad Linaweaver,Amazing Stories
1982,Best Novella,Finalist,“Unsound Variations”,George R. R. Martin,Amazing Stories
1982,Best Novelette,Finalist,“Understanding Human Behavior”,Thomas M. Disch,The Magazine of Fantasy and Science Fiction
1982,Best Novelette,Finalist,“Burning Chrome”,William Gibson,Omni
1982,Best Novelette,Finalist,“Myths of the Near Future”,J. G. Ballard,The Magazine of Fantasy and Science Fiction
1982,Best Novelette,Finalist,“The Mystery of the Young Gentleman”,Joanna Russ,no publishing information available
1982,Best Novelette,Finalist,“Swarm”,Bruce Sterling,The Magazine of Fantasy and Science Fiction
1982,Best Novelette,Winner,“Fire Watch”,Connie Willis,Asimov’s Magazine
1982,Best Short Story,Finalist,“Petra”,Greg Bear,Omni
1982,Best Short Story,Finalist,“High Steel”,Jack C. Haldeman Ii,Jack Dann
1982,Best Short Story,Finalist,“Corridors”,Barry N. Malzberg,no publishing information available
1982,Best Short Story,Finalist,“The Pope of the Chimps”,Robert Silverberg,no publishing information available
1982,Best Short Story,Finalist,“God’s Hooks”,Howard Waldrop,no publishing information available
1982,Best Short Story,Winner,“A Letter from the Clearys”,Connie Willis,Asimov’s Magazine
1981,Best Novel,Finalist,Radix,A. A. Attanasio,Morrow
1981,Best Novel,Finalist,The Vampire Tapestry,Suzy Mckee Charnas,Simon & Schuster
1981,Best Novel,Finalist,"Little, Big",John Crowley,Bantam
1981,Best Novel,Finalist,Riddley Walker,Russell Hoban,Summit
1981,Best Novel,Finalist,The Many-Colored Land,Julian May,Houghton Mifflin
1981,Best Novel,Winner,The Claw of the Conciliator,Gene Wolfe,Timescape
1981,Best Novella,Winner,“The Saturn Game”,Poul Anderson,Analog
1981,Best Novella,Finalist,"“Swarmer, Skimmer”",Gregory Benford,SF Digest
1981,Best Novella,Finalist,“Amnesia”,Jack Dann,no publishing information available
1981,Best Novella,Finalist,“In the Western Tradition”,Phyllis Eisenstein,The Magazine of Fantasy and Science Fiction
1981,Best Novella,Finalist,“True Names”,Vernor Vinge,no publishing information available
1981,Best Novella,Finalist,“The Winter Beach”,Kate Wilhelm,Redbook
1981,Best Novelette,Winner,“The Quickening”,Michael Bishop,no publishing information available
1981,Best Novelette,Finalist,“Sea Changeling”,Mildred Downey Broxon,Asimov’s Magazine
1981,Best Novelette,Finalist,“The Thermals of August”,Edward Bryant,The Magazine of Fantasy and Science Fiction
1981,Best Novelette,Finalist,“The Fire When It Comes”,Parke Godwin,The Magazine of Fantasy and Science Fiction
1981,Best Novelette,Finalist,“Lirios: A Tale of the Quintana Roo”,James Tiptree Jr. ,Asimov’s Magazine
1981,Best Novelette,Finalist,“Mummer Kiss”,Michael Swanwick,no publishing information available
1981,Best Short Story,Finalist,“Going Under”,Jack Dann,Omni
1981,Best Short Story,Finalist,“Disciples”,Gardner Dozois,Penthouse
1981,Best Short Story,Finalist,“The Quiet”,George Florance-Guthridge,The Magazine of Fantasy and Science Fiction
1981,Best Short Story,Finalist,“Johnny Mnemonic”,William Gibson,Omni
1981,Best Short Story,Finalist,“Venice Drowned”,Kim Stanley Robinson,no publishing information available
1981,Best Short Story,Finalist,“Zeke”,Timothy R. Sullivan,Twilight Zone
1981,Best Short Story,Winner,“The Bone Flute*”,Lisa Tuttle,The Magazine of Fantasy and Science Fiction
1981,Best Short Story,Finalist,“The Pusher”,John Varley,The Magazine of Fantasy and Science Fiction
1980,Best Novel,Winner,Timescape,Gregory Benford,Simon & Schuster
1980,Best Novel,Finalist,Beyond the Blue Event Horizon,Frederik Pohl,Ballantine Del Rey
1980,Best Novel,Finalist,The Orphan,Robert Stallman,Pocket
1980,Best Novel,Finalist,Mockingbird,Walter S. Tevis,Doubleday
1980,Best Novel,Finalist,The Snow Queen,Joan D. Vinge,Dial Press
1980,Best Novel,Finalist,The Shadow of the Torturer,Gene Wolfe,Simon & Schuster
1980,Best Novella,Winner,“Unicorn Tapestry”,Suzy Mckee Charnas,no publishing information available
1980,Best Novella,Finalist,“There Beneath the Silky-Trees and Whelmed in Deeper Gulphs Than Me”,Avram Davidson,no publishing information available
1980,Best Novella,Finalist,“The Brave Little Toaster”,Thomas M. Disch,The Magazine of Fantasy and Science Fiction
1980,Best Novella,Finalist,“Lost Dorsai”,Gordon R. Dickson,no publishing information available
1980,Best Novella,Finalist,“Dangerous Games”,Marta Randall,The Magazine of Fantasy and Science Fiction
1980,Best Novella,Finalist,“The Autopsy”,Michael Shea,The Magazine of Fantasy and Science Fiction
1980,Best Novelette,Finalist,“Strata”,Edward Bryant,The Magazine of Fantasy and Science Fiction
1980,Best Novelette,Finalist,“The Way Station”,Stephen King,The Magazine of Fantasy and Science Fiction
1980,Best Novelette,Finalist,“The Feast of Saint Janis”,Michael Swanwick,no publishing information available
1980,Best Novelette,Finalist,“Ginungagap”,Michael Swanwick,TriQuarterly
1980,Best Novelette,Finalist,“Beatnik Bayou”,John Varley,no publishing information available
1980,Best Novelette,Winner,“The Ugly Chickens”,Howard Waldrop,no publishing information available
1980,Best Short Story,Finalist,“Secrets of the Heart”,Charles L. Grant,The Magazine of Fantasy and Science Fiction
1980,Best Short Story,Finalist,“A Sunday Visit with Great-Grandfather”,Craig Strete,no publishing information available
1980,Best Short Story,Finalist,“Window”,Bob Leman,The Magazine of Fantasy and Science Fiction
1980,Best Short Story,Winner,“Grotto of the Dancing Deer”,Clifford D. Simak,Analog
1980,Best Short Story,Finalist,“War Beneath the Tree”,Gene Wolfe,Omni
1979,Best Novel,Winner,The Fountains of Paradise,Arthur C. Clarke,Harcourt Brace Jovanovich
1979,Best Novel,Finalist,The Road to Corlay,Richard Cowper,Pocket
1979,Best Novel,Finalist,On Wings of Song,Thomas M. Disch,The Magazine of Fantasy and Science Fiction
1979,Best Novel,Finalist,Jem,Frederik Pohl,St. Martin’s
1979,Best Novel,Finalist,Titan,John Varley,Analog
1979,Best Novel,Finalist,Juniper Time,Kate Wilhelm,Harper & Row
1979,Best Novella,Winner,“Enemy Mine”,Barry B. Longyear,Asimov’s Magazine
1979,Best Novella,Finalist,“Mars Masked”,Frederik Pohl,Asimov’s Magazine
1979,Best Novella,Finalist,“The Tale of Gorgik”,Samuel R. Delany,Asimov’s SF Adventure Magazine
1979,Best Novella,Finalist,“The Battle of the Abaco Reefs”,Hilbert Schenck,The Magazine of Fantasy and Science Fiction
1979,Best Novella,Finalist,“Fireship”,Joan D. Vinge,Analog
1979,Best Novella,Finalist,“The Story Writer”,Richard Wilson,no publishing information available
1979,Best Novelette,Finalist,“The Ways of Love”,Poul Anderson,no publishing information available
1979,Best Novelette,Finalist,“Camps”,Jack Dann,The Magazine of Fantasy and Science Fiction
1979,Best Novelette,Finalist,“The Pathways of Desire”,Ursula K. Le Guin,no publishing information available
1979,Best Novelette,Winner,“Sandkings”,George R. R. Martin,Omni
1979,Best Novelette,Finalist,“The Angel of Death”,Michael Shea,The Magazine of Fantasy and Science Fiction
1979,Best Novelette,Finalist,“Options”,John Varley,no publishing information available
1979,Best Short Story,Finalist,“Vernalfest Morning”,Michael Bishop,no publishing information available
1979,Best Short Story,Finalist,“Unaccompanied Sonata”,Orson Scott Card,Omni
1979,Best Short Story,Winner,“giANTS”,Edward Bryant,Analog
