year,award,outcome,title,author,published
1973,Best Novella,5,“The Mercenary”,Jerry Pournelle,Analog Jul 1972
1973,Best Novelette,1,“Goat Song”,Poul Anderson,F&SF Feb 1972
1973,Best Novelette,2,“Patron of the Arts”,William Rotsler,"Universe 2, 1972"
1973,Best Novelette,3,“Basilisk”,Harlan Ellison,F&SF Aug 1972
1973,Best Novelette,4,“A Kingdom,Gardner R. Dozois,"Orbit #10, 1972"
1973,Best Novelette,5,“Painwise”,"James Tiptree, Jr. ",F&SF Feb 1972
1973,Best Short Story,1,“Eurema’s Dam”,R. A. Lafferty,"New Dimensions #2, 1972"
1973,Best Short Story,2,“The Meeting”,Frederik Pohl And C. M. Kornbluth,F&SF Nov 1972
1973,Best Short Story,3,“When We Went to See the End of the World”,Robert Silverberg,"Universe 2, 1972"
1973,Best Short Story,4,“And I Awoke and Found Me Here on the Cold Hill’s Side”,"James Tiptree, Jr. ",F&SF Mar 1972
1973,Best Short Story,5,“When It Changed”,Joanna Russ,"Again, Dangerous Visions, 1972; Sci Fiction, scifi.com 2000-11-15"
1972,Best Novel,1,To Your Scattered Bodies Go,Philip José Farmer,"Putnam, 1971"
1972,Best Novel,2,The Lathe of Heaven,Ursula K. Le Guin,"Amazing Mar,May 1971; Scribner’s, 1971"
1972,Best Novel,3,Dragonquest,Anne Mccaffrey,"Ballantine, 1971"
1972,Best Novel,4,Jack of Shadows,Roger Zelazny,"F&SF Jul,Aug 1971; Walker, 1971"
1972,Best Novel,5,A Time of Changes,Robert Silverberg,"Galaxy Mar,Apr,May/Jun 1971; Signet, 1971"
1972,Best Novella,1,“The Queen of Air and Darkness”,Poul Anderson,F&SF Apr 1971
1972,Best Novella,2,“A Meeting with Medusa”,Arthur C. Clarke,Playboy Dec 1971
1972,Best Novella,3,“The Fourth Profession”,Larry Niven,"Quark #4, 1971"
1972,Best Novella,4,“Dread Empire”,John Brunner,Fantastic Apr 1971
1972,Best Novella,5,“A Special Kind of Morning”,Gardner R. Dozois,"New Dimensions #1, 1971"
1972,Best Short Story,1,“Inconstant Moon”,Larry Niven,"All the Myriad Ways, 1971"
1972,Best Short Story,2,“Vaster Than Empires and More Slow”,Ursula K. Le Guin,"New Dimensions #1, 1971"
1972,Best Short Story,3,“The Autumn Land”,Clifford D. Simak,F&SF Oct 1971
1972,Best Short Story,4,“The Bear with the Knot on His Tail”,Stephen Tall (Aka: Compton Crook),F&SF May 1971
1972,Best Short Story,5,“Sky”,R. A. Lafferty,"New Dimensions #1, 1971"
1972,Best Short Story,6,“All the Last Wars at Once”,George Alec Effinger,"Universe 1, 1971"
1971,Best Novel,1,Ringworld,Larry Niven,"Ballantine, 1970"
1971,Best Novel,2,Tau Zero,Poul Anderson,"Doubleday, 1970"
1971,Best Novel,3,Tower of Glass,Robert Silverberg,"Scribner’s, 1970"
1971,Best Novel,4,The Year of the Quiet Sun,Wilson Tucker,"Ace, 1970"
1971,Best Novel,5,Star Light,Hal Clement,"Analog Jun,Jul,Aug,Sep 1970"
1971,Best Novella,1,“Ill Met in Lankhmar”,Fritz Leiber,F&SF Apr 1970
1971,Best Novella,2,“The Thing in the Stone”,Clifford D. Simak,If Mar 1970
1971,Best Novella,3,“The Region Between”,Harlan Ellison,Galaxy Mar 1970
1971,Best Novella,4,“The World Outside”,Robert Silverberg,Galaxy Oct/Nov 1970
1971,Best Novella,5,“Beastchild”,Dean R. Koontz,Venture Aug 1970
1971,Best Short Story,1,“Slow Sculpture”,Theodore Sturgeon,Galaxy Feb 1970
1971,Best Short Story,2,“Continued on Next Rock”,R. A. Lafferty,"Orbit #7, 1970"
1971,Best Short Story,3,“Jean Duprès”,Gordon R. Dickson,"Nova #1, 1970"
1971,Best Short Story,4,“In the Queue”,Keith Laumer,"Orbit #7, 1970"
1971,Best Short Story,5,“Brillo”,Ben Bova And Harlan Ellison,Analog Aug 1970
1970,Best Novel,1,The Left Hand of Darkness,Ursula K. Le Guin,"Ace, 1969"
1970,Best Novel,2,Up the Line,Robert Silverberg,"Ballantine, 1969"
1970,Best Novel,3,Macroscope,Piers Anthony,"Avon, 1969"
1970,Best Novel,4,Slaughterhouse-Five,"Kurt Vonnegut, Jr. ","Delacorte, 1969"
1970,Best Novel,5,Bug Jack Barron,Norman Spinrad,"Avon, 1969"
1970,Best Novella,1,“Ship of Shadows”,Fritz Leiber,F&SF Jul 1969
1970,Best Novella,2,“A Boy and His Dog”,Harlan Ellison,"The Beast that Shouted Love at the Heart of the World, 1969"
1970,Best Novella,3,“We All Die Naked”,James Blish,"Three for Tomorrow, 1969"
1970,Best Novella,4,“Dramatic Mission”,Anne Mccaffrey,Analog Jun 1969
1970,Best Novella,5,“To Jorslem”,Robert Silverberg,Galaxy Feb 1969
1970,Best Short Story,1,“Time Considered as a Helix of Semi-Precious Stones”,Samuel R. Delany,New Worlds Dec 1968
1970,Best Short Story,2,“Passengers”,Robert Silverberg,"Orbit #4, 1968"
1970,Best Short Story,3,“Not Long Before the End”,Larry Niven,F&SF Apr 1969
1970,Best Short Story,4,“Deeper Than the Darkness”,Gregory Benford,F&SF Apr 1969
1970,Best Short Story,5,“Winter’s King”,Ursula K. Le Guin,"Orbit #5, 1969"
1969,Best Novel,1,Stand on Zanzibar,John Brunner,"Doubleday, 1968"
1969,Best Novel,2,Rite of Passage,Alexei Panshin,"Ace, 1968"
1969,Best Novel,3,Nova,Samuel R. Delany,"Doubleday, 1968"
1969,Best Novel,4,Past Master,R. A. Lafferty,"Ace, 1968"
1969,Best Novel,5,The Goblin Reservation,Clifford D. Simak,"Galaxy Apr,Jun 1968; Putnam, 1968"
1969,Best Novella,1,“Nightwings”,Robert Silverberg,Galaxy Sep 1968
1969,Best Novella,2,“Dragonrider”,Anne Mccaffrey,"Analog Dec 1967,Jan 1968"
1969,Best Novella,3,“Lines of Power”,Samuel R. Delany,F&SF May 1968
1969,Best Novella,4,“Hawk Among the Sparrows”,Dean Mclaughlin,Analog Jul 1968
1969,Best Novelette,1,“The Sharing of Flesh”,Poul Anderson,Galaxy Dec 1968
1969,Best Novelette,2,“Total Environment”,Brian W. Aldiss,Galaxy Feb 1968
1969,Best Novelette,3,“Getting Through University”,Piers Anthony,If Aug 1968
1969,Best Novelette,4,“Mother to the World”,Richard Wilson,"Orbit #3, 1968"
1969,Best Short Story,1,“The Beast That Shouted Love at the Heart of the World”,Harlan Ellison,Galaxy Jun 1968
1969,Best Short Story,2,“All the Myriad Ways”,Larry Niven,Galaxy Oct 1968
1969,Best Short Story,3,“The Dance of the Changer and the Three”,Terry Carr,"The Farthest Reaches, 1968; Sci Fiction, scifi.com 2000-11-29"
1969,Best Short Story,4,“The Steiger Effect”,Betsy Curtis,Analog Oct 1968
1969,Best Short Story,5,“Masks”,Damon Knight,Playboy Jul 1968
1968,Best Novel,1,Lord of Light,Roger Zelazny,"Doubleday, 1967"
1968,Best Novel,2,The Einstein Intersection,Samuel R. Delany,"Ace, 1967"
1968,Best Novel,3,Chthon,Piers Anthony,"Ballantine, 1967"
1968,Best Novel,4,The Butterfly Kid,Chester Anderson,"Pyramid, 1967"
1968,Best Novel,5,Thorns,Robert Silverberg,"Ballantine, 1967"
1968,Best Novella,1,“Riders of the Purple Wage”,Philip José Farmer,"Dangerous Visions, 1967"
1968,Best Novella,2,“Weyr Search”,Anne Mccaffrey,Analog Oct 1967
1968,Best Novella,3,“Damnation Alley”,Roger Zelazny,Galaxy Oct 1967
1968,Best Novella,4,“The Star Pit”,Samuel R. Delany,Worlds of Tomorrow Feb 1967
1968,Best Novella,5,“Hawksbill Station”,Robert Silverberg,Galaxy Aug 1967
1968,Best Novelette,1,“Gonna Roll the Bones”,Fritz Leiber,"Dangerous Visions, 1967"
1968,Best Novelette,2,“Wizard’s World”,Andre Norton,If Jun 1967
1968,Best Novelette,3,“Faith of Our Fathers”,Philip K. Dick,"Dangerous Visions, 1967"
1968,Best Novelette,4,“Pretty Maggie Moneyeyes”,Harlan Ellison,Knight May 1967
1968,Best Short Story,1,"“I Have No Mouth, and I Must Scream”",Harlan Ellison,If Mar 1967
1968,Best Short Story,2,“The Jigsaw Man”,Larry Niven,"Dangerous Visions, 1967"
1968,Best Short Story,3,"“Aye, and Gomorrah”",Samuel R. Delany,"Dangerous Visions, 1967; Sci Fiction, scifi.com 2004-07-07"
1967,Best Novel,1,The Moon is a Harsh Mistress,Robert A. Heinlein,"If Dec 1965,Jan,Feb,Mar,Apr 1966; Putnam, 1966"
1967,Best Novel,2,Babel-17,Samuel R. Delany,"Ace, 1966"
1967,Best Novel,3,Too Many Magicians,Randall Garrett,"Analog Aug,Sep,Oct,Nov 1966"
1967,Best Novel,4,Flowers for Algernon,Daniel Keyes,"Harcourt, Brace & World, 1966"
1967,Best Novel,5,The Witches of Karres,James H. Schmitz,"Chilton, 1966"
1967,Best Novel,6,Day of the Minotaur,Thomas Burnett Swann,"Ace, 1966"
1967,Best Novelette,1,“The Last Castle”,Jack Vance,Galaxy Apr 1966
1967,Best Novelette,2,“Call Him Lord”,Gordon R. Dickson,Analog May 1966
1967,Best Novelette,3,“Apology to Inky”,"Robert M. Green, Jr. ",F&SF Jan 1966
1967,Best Novelette,4,“The Alchemist”,Charles L. Harness,Analog May 1966
1967,Best Novelette,5,“An Ornament to His Profession”,Charles L. Harness,Analog Feb 1966
1967,Best Novelette,6,“The Eskimo Invasion”,Hayden Howard,Galaxy Jun 1966
1967,Best Novelette,7,“The Manor of Roses”,Thomas Burnett Swann,F&SF Nov 1966
1967,Best Novelette,8,“For a Breath I Tarry”,Roger Zelazny,Fantastic Sep 1966
1967,Best Novelette,9,“This Moment of the Storm”,Roger Zelazny,F&SF Jun 1966
1967,Best Short Story,1,“Neutron Star”,Larry Niven,If Oct 1966
1967,Best Short Story,2,“Man in His Time”,Brian W. Aldiss,"Who Can Replace a Man?, 1966"
1967,Best Short Story,3,“Delusion for a Dragon Slayer”,Harlan Ellison,Knight Sep 1966
1967,Best Short Story,4,“Rat Race”,Raymond F. Jones,Analog Apr 1966
1967,Best Short Story,5,“The Secret Place”,Richard Mckenna,"Orbit #1, 1966"
1967,Best Short Story,6,“Mr. Jester”,Fred Saberhagen,If Jan 1966
1967,Best Short Story,7,“Light of Other Days”,Bob Shaw,"Analog Aug 1966; Sci Fiction, scifi.com 2001-09-19"
1967,Best Short Story,8,“Comes Now the Power”,Roger Zelazny,Magazine of Horror #14 Win 1966/1967
1966,Best Novel,1,Dune,Frank Herbert,"Chilton, 1965"
1966,Best Novel,2,…And Call Me Conrad (alt: This Immortal),Roger Zelazny,"F&SF Oct,Nov 1965; Ace, 1965"
1966,Best Novel,3,The Squares of the City,John Brunner,"Ballantine, 1965"
1966,Best Novel,4,The Moon is a Harsh Mistress,Robert A. Heinlein,"If Dec 1965,Jan,Feb,Mar,Apr 1966; Putnam, 1966"
1966,Best Novel,5,Skylark DuQuesne,Edward E. Smith,"If Jun,Jul,Aug,Oct 1965"
1965,Best Novel,1,The Wanderer,Fritz Leiber,"Ballantine, 1964"
1965,Best Novel,2,The Whole Man (alt: The Telepathist),John Brunner,"Ballantine, 1964"
1965,Best Novel,3,Davy,Edgar Pangborn,"Ballantine, 1964"
1965,Best Novel,4,The Planet Buyer (alt: The Boy Who Bought Old Earth),Cordwainer Smith,"Pyramid, 1964"
1964,Best Novel,1,Here Gather the Stars (alt: Way Station),Clifford D. Simak,"Galaxy Jun,Aug 1963"
1964,Best Novel,2,Glory Road,Robert A. Heinlein,"F&SF Jul,Aug,Sep 1963; Putnam, 1963"
1964,Best Novel,3,Witch World,Andre Norton,"Ace, 1963"
1964,Best Novel,4,Dune World,Frank Herbert,"Analog Dec 1963,Jan,Feb 1964"
1964,Best Novel,5,Cat’s Cradle,"Kurt Vonnegut, Jr. ","Holt, Rinehart & Winston, 1963"
1963,Best Novel,1,The Man in the High Castle,Philip K. Dick,"Putnam, 1962"
1963,Best Novel,2,Sword of Aldones,Marion Zimmer Bradley,"Ace, 1961"
1963,Best Novel,3,A Fall of Moondust,Arthur C. Clarke,"Harcourt, Brace & World, 1962"
1963,Best Novel,4,Little Fuzzy,H. Beam Piper,"Avon, 1962"
1963,Best Novel,5,Sylva,Vercors,"Putnam, 1961"
1962,Best Novel,1,Stranger in a Strange Land,Robert A. Heinlein,"Putnam, 1961"
1962,Best Novel,2,Dark Universe,Daniel F. Galouye,"Bantam, 1961"
1962,Best Novel,3,Sense of Obligation (alt: Planet of the Damned),Harry Harrison,"Analog Sep,Oct,Nov 1961"
1962,Best Novel,4,The Fisherman (alt: Time Is the Simplest Thing),Clifford D. Simak,"Analog Apr,May,Jun,Jul 1961"
1962,Best Novel,5,Second Ending,James White,"Fantastic Jun,Jul 1961"
1961,Best Novel,1,A Canticle for Leibowitz,"Walter M. Miller, Jr. ","J. B. Lippincott, 1959"
1961,Best Novel,2,The High Crusade,Poul Anderson,"Astounding Jul,Aug,Sep 1960"
1961,Best Novel,3,Rogue Moon,Algis Budrys,F&SF Dec 1960
1961,Best Novel,4,Deathworld,Harry Harrison,"Astounding Jan,Feb,Mar 1960"
1961,Best Novel,5,Venus Plus X,Theodore Sturgeon,"Pyramid, 1960"
1960,Best Novel,1,Starship Troopers (alt: Starship Soldier),Robert A. Heinlein,"F&SF Oct,Nov 1959; Putnam, 1959"
1960,Best Novel,2,Dorsai! (alt: The Genetic General),Gordon R. Dickson,"Astounding May,Jun,Jul 1959"
1960,Best Novel,3,The Pirates of Ersatz (alt: The Pirates of Zan),Murray Leinster,"Astounding Feb,Mar,Apr 1959"
1960,Best Novel,4,That Sweet Little Old Lady (alt: Brain Twister),Mark Phillips (Aka: Randall Garrett And Laurence M. Janifer),"Astounding Sep,Oct 1959"
1960,Best Novel,5,The Sirens of Titan,"Kurt Vonnegut, Jr. ","Dell, 1959"
1959,Best Novel,1,A Case of Conscience,James Blish,"Ballantine, 1958"
1959,Best Novel,2,We Have Fed Our Seas (alt: The Enemy Stars),Poul Anderson,"Astounding Aug,Sep 1958"
1959,Best Novel,3,Who?,Algis Budrys,"Pyramid, 1958"
1959,Best Novel,4,Have Spacesuit – Will Travel,Robert A. Heinlein,"F&SF Aug,Sep,Oct 1958"
1959,Best Novel,5,"Time Killer (alt: Immortality, Inc.)",Robert Sheckley,"Galaxy Oct,Nov,Dec 1958, Feb 1959"
1959,Best Novelette,1,“The Big Front Yard”,Clifford D. Simak,Astounding Oct 1958
1959,Best Novelette,2,“Unwillingly to School”,Pauline Ashwell,Astounding Jan 1958
1959,Best Novelette,3,“Captivity”,Zenna Henderson,F&SF Jun 1958
1959,Best Novelette,4,“Reap the Dark Tide” (alt: “Shark Ship”),C. M. Kornbluth,Vanguard Jun 1958
1959,Best Novelette,5,“A Deskful of Girls”,Fritz Leiber,F&SF Apr 1958
1959,Best Novelette,6,“Second Game”,Katherine Maclean And Charles V. De Vet,Astounding Mar 1958
1959,Best Novelette,7,“Rat in the Skull”,Rog Phillips,If Dec 1958
1959,Best Novelette,8,“The Miracle-Workers”,Jack Vance,Astounding Jul 1958
1959,Best Short Story,1,“That Hell-Bound Train”,Robert Bloch,F&SF Sep 1958
1959,Best Short Story,2,“They’ve Been Working On …”,Anton Lee Baker,Astounding Aug 1958
1959,Best Short Story,3,“The Men Who Murdered Mohammed”,Alfred Bester,F&SF Oct 1958
1959,Best Short Story,4,“Triggerman”,J. F. Bone,Astounding Dec 1958
1959,Best Short Story,5,“The Edge of the Sea”,Algis Budrys,Venture Mar 1958
1959,Best Short Story,6,“The Advent on Channel Twelve”,C. M. Kornbluth,"Star Science Fiction Stories #4 (Ballantine), 1958"
1959,Best Short Story,7,“Theory of Rocketry”,C. M. Kornbluth,F&SF Jul 1958
1959,Best Short Story,8,“Rump-Titty-Titty-Tum-TAH-Tee”,Fritz Leiber,F&SF May 1958
1959,Best Short Story,9,“Space to Swing a Cat”,Stanley Mullen,Astounding Jun 1958
1959,Best Short Story,10,“Nine Yards of Other Cloth”,Manly Wade Wellman,F&SF Nov 1958
1958,Best Short Story,1,“Or All the Seas with Oysters”,Avram Davidson,Galaxy Science Fiction May 1958
1956,Best Novel,1,Double Star,Robert A. Heinlein,"Astounding Feb,Mar,Apr 1956"
1956,Best Novel,2,Call Him Dead,Eric Frank Russell,no publishing information available
1956,Best Novel,3,The End of Eternity,Isaac Asimov,no publishing information available
1956,Best Novel,4,Not this August,Cyril Kornbluth,no publishing information available
1956,Best Novel,5,The Long Tomorrow,Leigh Brackett,no publishing information available
1956,Best Novelette,1,“Exploration Team” (alt: “Combat Team”),Murray Leinster,Astounding Mar 1956
1956,Best Novelette,2,“A Gun for Dinosaur”,L. Sprague De Camp,no publishing information available
1956,Best Novelette,3,“Brightside Crossing”,Alan Nourse,no publishing information available
1956,Best Novelette,4,“Home There’s No Returning”,Henry Kuttner And C. L. Moore,no publishing information available
1956,Best Novelette,5,“Legwork”,Eric Frank Russell,no publishing information available
1956,Best Novelette,6,“The Assistant Self”,F. L. Wallace,no publishing information available
1956,Best Novelette,7,“The End of Summer”,Algis Budrys,no publishing information available
1956,Best Novelette,8,“Who?”,Theodore Sturgeon,no publishing information available
1956,Best Short Story,1,“The Star”,Arthur C. Clarke,Infinity Nov 1955
1956,Best Short Story,2,“End as a World”,F. L. Wallace,no publishing information available
1956,Best Short Story,3,“King of the Hill”,James Blish,no publishing information available
1956,Best Short Story,4,“Nobody Bothers Gus”,Algis Budrys,no publishing information available
1956,Best Short Story,5,“The Game of Rat and Dragon”,Cordwainer Smith,no publishing information available
1956,Best Short Story,6,“The Dragon”,Ray Bradbury,no publishing information available
1956,Best Short Story,7,“Spy Story”,Robert Sheckley,no publishing information available
1956,Best Short Story,8,“Twink”,Theodore Sturgeon,no publishing information available
1955,Best Novel,1,They’d Rather Be Right,Mark Clifton And Frank Riley,"Astounding Aug,Sep,Oct,Nov 1954"
1955,Best Novelette,1,“The Darfsteller”,"Walter M. Miller, Jr. ",Astounding Jan 1955
1955,Best Short Story,1,“Allamagoosa”,Eric Frank Russell,"Astounding May 1955; Sci Fiction, scifi.com 2004-09-15"
1954,Best Novel,1,Fahrenheit 451 (alt: The Fireman),Ray Bradbury,"Ballantine, 1953"
1954,Best Novel,2,Childhood’s End,Arthur C. Clarke,"Ballantine, 1953"
1954,Best Novel,3,Mission of Gravity,Hal Clement,"Astounding Apr,May,Jun,Jul 1953"
1954,Best Novel,4,The Caves of Steel,Isaac Asimov,"Galaxy Oct,Nov,Dec 1953"
1954,Best Novel,5,More Than Human,Theodore Sturgeon,"Farrar, Straus & Grioux, 1953; Ballantine, 1953"
1954,Best Novella,1,“A Case of Conscience”,James Blish,If Sep 1953
1954,Best Novella,2,“Three Hearts and Three Lions”,Poul Anderson,"F&SF Sep,Oct 1953"
1954,Best Novella,3,“…And My Fear Is Great…”,Theodore Sturgeon,Beyond Fantasy Fiction Jul 1953
1954,Best Novella,4,“Un-Man”,Poul Anderson,Astounding Jan 1953
1954,Best Novella,5,“The Rose”,Charles L. Harness,Authentic SF Monthly Mar 1953
1954,Best Novelette,1,"“Earthman, Come Home”",James Blish,Astounding Nov 1953
1954,Best Novelette,2,“Second Variety”,Philip K. Dick,Space Science Fiction May 1953
1954,Best Novelette,3,“The Adventure of the Misplaced Hound”,Poul Anderson And Gordon R. Dickson,Universe Dec 1953
1954,Best Novelette,4,“Sam Hall”,Poul Anderson,Astounding Aug 1953
1954,Best Novelette,5,“The Wall Around the World”,Theodore R. Cogswell,Beyond Fantasy Fiction Sep 1953
1954,Best Short Story,1,“The Nine Billion Names of God”,Arthur C. Clarke,"Star Science Fiction Stories (Ballantine), 1953"
1954,Best Short Story,2,“It’s a Good Life”,Jerome Bixby,"Star Science Fiction Stories #2 (Ballantine), 1953"
1954,Best Short Story,3,"“Star Light, Star Bright”",Alfred Bester,F&SF Jul 1953
1954,Best Short Story,4,“A Saucer of Loneliness”,Theodore Sturgeon,Galaxy Feb 1953
1954,Best Short Story,5,“Seventh Victim”,Robert Sheckley,Galaxy Apr 1953
1953,Best Novel,1,The Demolished Man,Alfred Bester,"Galaxy Jan,Feb,Mar 1952; Shasta, 1951"
1951,Best Novel,1,Farmer in the Sky,Robert A. Heinlein,"Boy’s Life Aug,Sep,Oct,Nov 1950; Scribner’s, 1950"
1951,Best Novel,2,Pebble in the Sky,Isaac Asimov,"Doubleday, 1950"
1951,Best Novel,3,"The Lion, the Witch and the Wardrobe",C. S. Lewis,"Geoffrey Bles, 1950"
1951,Best Novel,4,First Lensman,Edward E. Smith,"Fantasy Press, 1950"
1951,Best Novel,5,The Dying Earth,Jack Vance,"Hillman, 1950"
1951,Best Novella,1,“The Man Who Sold the Moon”,Robert A. Heinlein,"The Man Who Sold the Moon, 1950"
1951,Best Novella,2,“The Dreaming Jewels” (alt: “Synthetic Man”),Theodore Sturgeon,Fantastic Adventures Feb 1950
1951,Best Novella,3,“…And Now You Don’t”,Isaac Asimov,"Astounding Nov,Dec 1949,Jan 1950"
1951,Best Novella,4,“The Last Enemy”,H. Beam Piper,Astounding Aug 1950
1951,Best Novella,5,“To the Stars”,L. Ron Hubbard,"Astounding Feb,Mar 1950"
1951,Best Novelette,1,“The Little Black Bag”,C. M. Kornbluth,Astounding Jul 1950
1951,Best Novelette,2,“Scanners Live in Vain”,Cordwainer Smith,"Fantasy Book #6, 1950"
1951,Best Novelette,3,“The Helping Hand”,Poul Anderson,Astounding May 1950
1951,Best Novelette,4,“Okie”,James Blish,Astounding Apr 1950
1951,Best Novelette,5,“Dear Devil”,Eric Frank Russell,Other Worlds May 1950
1951,Best Short Story,1,“To Serve Man”,Damon Knight,Galaxy Nov 1950
1951,Best Short Story,2,“Coming Attraction”,Fritz Leiber,Galaxy Nov 1950
1951,Best Short Story,3,“Born of Man and Woman”,Richard Matheson,F&SF Sum 1950
1951,Best Short Story,4,“A Subway Named Mobius”,A. J. Deutsch,Astounding Dec 1950
1951,Best Short Story,5,“The Gnurrs Come from the Voodvork Out”,Reginald Bretnor,F&SF Win/Spr 1950
1946,Best Novel,1,The Mule,Isaac Asimov,"Astounding Nov,Dec 1945"
1946,Best Novel,2,The World of Null-A,A. E. Van Vogt,"Astounding Aug,Sep,Oct 1945"
1946,Best Novel,3,That Hideous Strength (alt: The Tortured Planet (1958 US)),C. S. Lewis,"John Lane, 1946"
1946,Best Novel,4,Destiny Times Three,Fritz Leiber,"Astounding Mar,Apr 1945"
1946,Best Novel,5,Red Sun of Danger (alt: Danger Planet),Brett Sterling (Aka: Edmond Hamilton),Startling Spr 1945
1946,Best Novella,1,Animal Farm,George Orwell,"Secker & Warburg, 1946"
1946,Best Novella,2,“The Dead Hand”,Isaac Asimov,Astounding Apr 1945
1946,Best Novella,3,“Giant Killer”,A. Bertram Chandler,Astounding Oct 1945
1946,Best Novella,4,“I Remember Lemuria!”,Richard S. Shaver,Amazing Mar 1945
1946,Best Novelette,1,“First Contact”,Murray Leinster,Astounding May 1945
1946,Best Novelette,2,“Pi in the Sky”,Fredric Brown,Thrilling Wonder Win 1945
1946,Best Novelette,3,“Into Thy Hands”,Lester Del Rey,Astounding Aug 1945
1946,Best Novelette,4,“The Mixed Men” (alt: “Mission to the Stars”),A. E. Van Vogt,Astounding Jan 1945
1946,Best Novelette,5,“The Piper’s Son”,Lewis Padgett (Aka: Henry Kuttner And C. L. Moore),Astounding Feb 1945
1946,Best Short Story,1,“Uncommon Sense”,Hal Clement,Astounding Sep 1945
1946,Best Short Story,2,“The Ethical Equations”,Murray Leinster,Astounding Jun 1945
1946,Best Short Story,3,“The Waveries”,Fredric Brown,Astounding Jan 1945
1946,Best Short Story,4,“What You Need”,Lewis Padgett (Aka: Henry Kuttner And C. L. Moore),Astounding Oct 1945
1946,Best Short Story,5,“Correspondence Course”,Raymond F. Jones,Astounding Apr 1945
1941,Best Novel,1,Slan,A. E. Van Vogt,"Astounding Science‐Fiction, Dec 1940"
1941,Best Novel,2,Gray Lensman,E. E. “Doc” Smith,"Astounding Science‐Fiction, Jan 1940"
1941,Best Novel,3,The Ill‐Made Knight,T. H. White,Collins
1941,Best Novel,4,The Reign of Wizardry,Jack Williamson,"Unknown, Mar 1940"
1941,Best Novel,5,Kallocain,Karin Boye,Bonnier
1941,Best Novella,1,“If This Goes On…”,Robert A. Heinlein,"Astounding Science‐Fiction, Feb 1940"
1941,Best Novella,2,"“Magic, Inc.”",Robert A. Heinlein,"Unknown, Sept 1940"
1941,Best Novella,3,“Coventry”,Robert A. Heinlein,"Astounding Science‐Fiction, July 1940"
1941,Best Novella,4,“The Mathematics of Magic”,L. Sprague De Camp And Fletcher Pratt,"Unknown, Aug 1940"
1941,Best Novella,5,“The Roaring Trumpet”,L. Sprague De Camp And Fletcher Pratt,"Unknown, May 1940"
1941,Best Novelette,1,“The Roads Must Roll”,Robert A. Heinlein,"Astounding Science‐Fiction, June 1940"
1941,Best Novelette,2,“Blowups Happen”,Robert A. Heinlein,"Astounding Science‐Fiction, Sept 1940"
1941,Best Novelette,3,“It!”,Theodore Sturgeon,"Unknown, Aug 1940"
1941,Best Novelette,4,“Farewell to the Master”,Harry Bates,"Astounding Science‐Fiction, Oct 1940"
1941,Best Novelette,5,“Vault of the Beast”,A. E. Van Vogt,"Astounding Science‐Fiction, August 1940"
1941,Best Novelette,6,“Darker Than You Think”,Jack Williamson,"Unknown, Dec 1940"
1941,Best Short Story,1,“Robbie”,Isaac Asimov,"Super Science Stories, Sept 1940"
1941,Best Short Story,2,“Requiem”,Robert A. Heinlein,"Astounding Science‐Fiction, Jan 1940"
1941,Best Short Story,3,“Martian Quest”,Leigh Brackett,"Astounding Science‐Fiction, Feb 1940"
1941,Best Short Story,4,“The Stellar Legion”,Leigh Brackett,"Planet Stories, Winter 1940"
1941,Best Short Story,5,"“Tlön, Uqbar, Orbis Tertius”",Jorge Luis Borges,"Sur, 1940"
1939,Best Novel,1,The Sword in the Stone,The Sword In The Stone,no publishing information available
1939,Best Novella,1,“Who Goes There?”,Don A Stuart [John W. Campbell],"Astounding Science-Fiction, August 1938"
1939,Best Novella,2,“The Time Trap”,Henry Kuttner,"Marvel Science Stories, November 1938"
1939,Best Novella,3,“Sleepers of Mars”,John Beynon [John Wyndham],"Tales of Wonder, March 1938"
1939,Best Novella,4,“A Matter of Form”,H. L. Gold,"Astounding Science-Fiction, December 1938"
1939,Best Novella,5,Anthem,Ayn Rand,Cassell
1939,Best Novelette,1,“Rule 18”,Clifford D. Simak,"Astounding Science-Fiction, July 1938"
1939,Best Novelette,2,“Pigeons From Hell”,Robert E. Howard,"Weird Tales, May 1938"
1939,Best Novelette,3,“Werewoman”,C. L. Moore,"Leaves #2, Winter 1938"
1939,Best Novelette,4,“Hollywood on the Moon”,Henry Kuttner,"Thrilling Wonder Stories, April 1938"
1939,Best Novelette,5,“Dead Knowledge”,Don A. Stuart [John W. Campbell],"Astounding Stories, January 1938"
1939,Best Short Story,1,“How We Went to Mars”,Arthur C. Clarke,"Amateur Science Stories, March 1938"
1939,Best Short Story,2,“Helen O’Loy”,Lester Del Rey,"Astounding Science-Fiction, December 1938"
1939,Best Short Story,3,“Hollerbochen’s Dilemma”,Ray Bradbury,"Imagination!, January 1938"
1939,Best Short Story,4,“Hyperpilosity”,L. Sprague De Camp,"Astounding Science-Fiction, April 1938"
1939,Best Short Story,5,“The Faithful”,Lester Del Rey,"Astounding Science-Fiction, April 1938"
