year,award,outcome,title,author,published
2010,Best Novelette,10,Secret Identity, Kelly Link ,Geektastic
2010,Best Novelette,11,Mongoose, Sarah Monette & Elizabeth Bear ,Lovecraft Unbound
2010,Best Novelette,12,Events Preceding the Helvetican Renaissance, John Kessel ,The New Space Opera 2
2010,Best Novelette,13,Truth and Bone, Pat Cadigan ,Poe
2010,Best Novelette,14,Galapagos, Caitlín R. Kiernan ,Eclipse Three
2010,Best Novelette,15,The True Vintage of Erzuine Thale, Robert Silverberg ,Songs of the Dying Earth: Stories in Honor of Jack Vance
2010,Best Novelette,16,A Wild and a Wicked Youth, Ellen Kushner ,F&SF; Apr/May 2009
2010,Best Novelette,17,Formidable Caress, Stephen Baxter ,Analog Dec 2009
2010,Best Novelette,18,This Peaceable Land; or, The Unbearable Vision Of Harriet Beecher Stowe”,Other Earths
2010,Best Novelette,19,The Dragaman's Bride, Andy Duncan ,The Dragon Book
2010,Best Novelette,20,Lion Walk, Mary Rosenblum ,Asimov's Jan 2009
2010,Best Novelette,21,A Weeping Czar Beholds the Fallen Moon, Ken Scholes ,Tor.com 17 Feb 2009
2010,Best Novelette,22,Dragon's Teeth, Alex Irvine ,F&SF; Jun/Jul 2009
2010,Best Novelette,23,The Best Monkey, Daniel Abraham ,"The Solaris Book of New Science Fiction, Volume Three"
2010,Best Novelette,24,Dragon's Deep, Cecelia Holland ,The Dragon Book
2010,Best Novelette,25,Yes We Have No Bananas, Paul Di Filippo ,Eclipse Three
2010,Best Novelette,26,Twilight of the Gods, John C. Wright ,Federations
2010,Best Novelette,27,Lowland Sea, Suzy Mckee Charnas ,Poe
2010,Best Novelette,28,Economancer, Carolyn Ives Gilman ,F&SF; Jun/Jul 2009
2010,Best Novelette,29,Balfour and Meriwether in the Adventure of the Emperor's Vengence, Daniel Abraham ,Postscripts 19
2010,Best Novelette,30,Black Swan, Bruce Sterling ,Interzone Mar/Apr 2009
2010,Best Novelette,31,SinBad the Sand Sailor, R. Garcia Y Robertson ,Asimov's Jul 2009
2010,Best Novelette,32,Vanishing, Peter S. Beagle ,Intergalactic Medicine Show Mar 2009
2010,Best Novelette,33,Cracklegrackle, Justina Robson ,The New Space Opera 2
2010,Best Novelette,34,Technicolor, John Langan ,Poe
2010,Best Novelette,35,White Charles, Sarah Monette ,Clarkesworld Magazine Oct 2009
2010,Best Novelette,36,Clockatrice, Tanith Lee ,Fantasy 5 Oct 2009
2010,Best Novelette,37,each thing I show you is a piece of my death, Gemma Files & Stephen J. Barringer ,Clockwork Phoenix 2
2010,Best Short Story,1,An Invocation of Incuriosity, Neil Gaiman ,Songs of the Dying Earth: Stories in Honor of Jack Vance
2010,Best Short Story,2,Spar, Kij Johnson ,Clarkesworld Magazine Jul 2009
2010,Best Short Story,3,Useless Things, Maureen F. Mchugh ,Eclipse Three
2010,Best Short Story,4,The Pelican Bar, Karen Joy Fowler ,Eclipse Three
2010,Best Short Story,5,Going Deep, James Patrick Kelly ,Asimov's Jun 2009
2010,Best Short Story,6,Before My Last Breath, Robert Reed ,Asimov's Oct/Nov 2009
2010,Best Short Story,7,Donovan Sent Us, Gene Wolfe ,Other Earths
2010,Best Short Story,8,Narrative of a Beast's Life, Cat Rambo ,Realms of Fantasy Dec 2009
2010,Best Short Story,9,The Cinderella Game, Kelly Link ,Troll's Eye View
2010,Best Short Story,10,Blocked, Geoff Ryman ,F&SF; Oct/Nov 2009
2010,Best Short Story,11,The Radiant Car Thy Sparrows Drew, Catherynne M. Valente ,Clarkesworld Magazine Aug 2009
2010,Best Short Story,12,A Delicate Architecture, Catherynne M. Valente ,Troll's Eye View
2010,Best Short Story,13,Three Twilight Tales, Jo Walton ,Firebirds Soaring
2010,Best Short Story,14,Colliding Branes, Rudy Rucker & Bruce Sterling ,Asimov's Feb 2009
2010,Best Short Story,15,Escape to Other Worlds with Science Fiction, Jo Walton ,Tor.com 6 Feb 2009
2010,Best Short Story,16,The Motorman's Coat, John Kessel ,F&SF; Jun/Jul 2009
2010,Best Short Story,17,Child-Empress of Mars, Theodora Goss ,Interfictions 2: An Anthology of Interstitial Writing
2010,Best Short Story,18,As Women Fight, Sara Genge ,Asimov's Dec 2009
2010,Best Short Story,19,The Boy Who Cried Wolf, Holly Black ,Troll's Eye View
2010,Best Short Story,20,The Coldest Girl in Coldtown, Holly Black ,The Eternal Kiss
2010,Best Short Story,21,Ferryman, Margo Lanagan ,Firebirds Soaring
2010,Best Short Story,22,Strappado, Laird Barron ,Poe
2010,Best Short Story,23,A Story, With Beans”,Analog May 2009
2010,Best Short Story,24,Wizard's Apprentice, Delia Sherman ,Troll's Eye View
2010,Best Short Story,25,Dulce Domum, Ellen Kushner ,Eclipse Three
2010,Best Short Story,26,Edison's Frankenstein, Chris Roberson ,Postscripts 20/21
2010,Best Short Story,27,Singing on a Star, Ellen Klages ,Firebirds Soaring
2009,Best SF Novel,1,Anathem, Neal Stephenson ,Atlantic UK; Morrow
2009,Best SF Novel,2,Matter, Iain M. Banks ,Orbit UK
2009,Best SF Novel,3,City at the End of Time, Greg Bear ,Gollancz; Del Rey
2009,Best SF Novel,4,Saturn's Children, Charles Stross ,Orbit; Ace
2009,Best SF Novel,5,Marsbound, Joe Haldeman ,Ace
2009,Best SF Novel,6,Half a Crown, Jo Walton ,Tor
2009,Best SF Novel,7,Incandescence, Greg Egan ,Gollancz; Night Shade
2009,Best SF Novel,8,Rolling Thunder, John Varley ,Ace
2009,Best SF Novel,9,Implied Spaces, Walter Jon Williams ,Night Shade
2009,Best SF Novel,10,House of Suns, Alastair Reynolds ,Gollancz; Ace 2009
2009,Best SF Novel,11,The Quiet War, Paul Mcauley ,Gollancz; Pyr 2009
2009,Best SF Novel,12,The January Dancer, Michael Flynn ,Tor
2009,Best SF Novel,13,Escapement, Jay Lake ,Tor
2009,Best SF Novel,14,Pirate Sun, Karl Schroeder ,Tor
2009,Best SF Novel,15,Flood, Stephen Baxter ,Gollancz; Ace 2009
2009,Best SF Novel,16,Weaver, Stephen Baxter ,Gollancz; Ace
2009,Best SF Novel,17,The Night Sessions, Ken Macleod ,Orbit; Tor 2009
2009,Best SF Novel,18,Song of Time, Ian R. Macleod ,PS Publishing
2009,Best SF Novel,19,The Company, K. J. Parker ,Orbit
2009,Best Fantasy Novel,1,Lavinia, Ursula K. Le Guin ,Harcourt
2009,Best Fantasy Novel,2,The Dragons of Babel, Michael Swanwick ,Tor
2009,Best Fantasy Novel,3,An Evil Guest, Gene Wolfe ,Tor
2009,Best Fantasy Novel,4,The Shadow Year, Jeffrey Ford ,Morrow
2009,Best Fantasy Novel,5,The Bell at Sealey Head, Patricia A. Mckillip ,Ace
2009,Best Fantasy Novel,6,An Autumn War, Daniel Abraham ,Tor
2009,Best Fantasy Novel,7,The Knights of the Cornerstone, James P. Blaylock ,Ace
2009,Best Fantasy Novel,8,The Hidden World, Paul Park ,Tor
2009,Best Fantasy Novel,9,Shadowbridge/Lord Tophet, Gregory Frost ,Del Rey
2009,Best Fantasy Novel,10,The Alchemy of Stone, Ekaterina Sedia ,Prime
2009,Best Fantasy Novel,11,The Ghost in Love, Jonathan Carroll ,"Farrar, Straus & Giroux"
2009,Best Fantasy Novel,12,The Enchantress of Florence, Salman Rushdie ,Jonathan Cape; Random House
2009,Best Fantasy Novel,13,The Love We Share Without Knowing, Christopher Barzak ,Bantam
2009,Best Fantasy Novel,14,Memoirs of a Master Forger, William Heaney (Gollancz) ,"as How to Make Friends with Demons, Graham Joyce, Night Shade Books 2009"
2009,Best Fantasy Novel,15,The Engine's Child, Holly Phillips ,Del Rey
2009,Best Fantasy Novel,16,Varanger, Cecelia Holland ,Forge
2009,Best Novella,1,Pretty Monsters, Kelly Link ,Pretty Monsters
2009,Best Novella,2,The Erdmann Nexus, Nancy Kress ,Asimov's Oct/Nov 2008
2009,Best Novella,3,The Tear, Ian Mcdonald ,Galactic Empires
2009,Best Novella,4,Once Upon a Time in the North, Philip Pullman ,Knopf
2009,Best Novella,5,True Names, Benjamin Rosenbaum & Cory Doctorow ,Fast Forward 2
2009,Best Novella,6,The Word of God: Or, Holy Writ Rewritten,Tachyon
2009,Best Novella,7,The Philosopher's Stone, Brian Stableford ,Asimov's Jul 2008
2009,Best Novella,8,Or Else My Lady Keeps the Key, Kage Baker ,Subterranean
2009,Best Novella,9,Truth, Robert Reed ,Asimov's Oct/Nov 2008
2009,Best Novella,10,The Surfer, Kelly Link ,The Starry Rift
2009,Best Novella,11,The Hob Carpet, Ian R. Macleod ,Asimov's Jun 2008
2009,Best Novella,12,The Man with the Golden Balloon, Robert Reed ,Galactic Empires
2009,Best Novella,13,The Political Prisoner, Charles Coleman Finlay ,F&SF; Aug 2008
2009,Best Novella,14,Mystery Hill, Alex Irvine ,F&SF; Jan 2008
2009,Best Novella,15,Arkfall, Carolyn Ives Gilman ,F&SF; Sep 2008
2009,Best Novella,16,Tenbrook of Mars, Dean Mclaughlin ,Analog Jul/Aug 2008
2009,Best Novella,17,The Overseer, Albert E. Cowdrey ,F&SF; Mar 2008
2009,Best Novelette,1,Pump Six, Paolo Bacigalupi ,Pump Six and Other Stories
2009,Best Novelette,2,Shoggoths in Bloom, Elizabeth Bear ,Asimov's Mar 2008
2009,Best Novelette,3,The Things that Make Me Weak and Strange Get Engineered Away, Cory Doctorow ,Tor.com Aug 2008
2009,Best Novelette,4,The Ice War, Stephen Baxter ,Asimov's Sep 2008
2009,Best Novelette,5,Pride and Prometheus, John Kessel ,F&SF; Jan 2008
2009,Best Novelette,6,The Rabbi's Hobby, Peter S. Beagle ,Eclipse Two
2009,Best Novelette,7,Crystal Nights, Greg Egan ,Interzone Apr 2008
2009,Best Novelette,8,The Gambler, Paolo Bacigalupi ,Fast Forward 2
2009,Best Novelette,9,Turing's Apples, Stephen Baxter ,Eclipse Two
2009,Best Novelette,10,Five Thrillers, Robert Reed ,F&SF; Apr 2008
2009,Best Novelette,11,Uncle Chaim and Aunt Rifke and the Angel, Peter S. Beagle ,Strange Roads
2009,Best Novelette,12,The Hour of Babel, Tim Powers ,Subterranean: Tales of Dark Fantasy
2009,Best Novelette,13,The Star Surgeon's Apprentice, Alastair Reynolds ,The Starry Rift
2009,Best Novelette,14,Lost Continent, Greg Egan ,The Starry Rift
2009,Best Novelette,15,If Angels Fight, Richard Bowes ,F&SF; Feb 2008
2009,Best Novelette,16,Days of Wonder, Geoff Ryman ,F&SF; Oct/Nov 2008
2009,Best Novelette,17,Conversation Hearts, John Crowley ,Subterranean
2009,Best Novelette,18,The Ray-Gun: A Love Story, James Alan Gardner ,Asimov's Feb 2008
2009,Best Novelette,19,The Tale of Junko and Sayuri, Peter S. Beagle ,InterGalactic Medicine Show Jul 2008
2009,Best Novelette,20,Fury, Alastair Reynolds ,Eclipse Two
2009,Best Novelette,21,Memory Dog, Kathleen Ann Goonan ,Asimov's Apr/May 2008
2009,Best Novelette,22,Radio Station St. Jack, Neal Barrett,Asimov's Aug 2008
2009,Best Novelette,23,Machine Maid, Margo Lanagan ,Extraordinary Engines: The Definitive Steampunk Anthology
2009,Best Novelette,24,Special Economics, Maureen F. Mchugh ,The Del Rey Book of Science Fiction and Fantasy
2009,Best Novelette,25,The Dust Assassin, Ian Mcdonald ,The Starry Rift
2009,Best Novelette,26,An Eligible Boy, Ian Mcdonald ,Fast Forward 2
2009,Best Novelette,27,An Alien Heresy, S. P. Somtow ,Asimov's Apr/May 2008
2009,Best Novelette,28,Beyond the Sea Gate of the Scholar-Pirates of Sarsköe, Garth Nix ,"Fast Ships, Black Sails"
2009,Best Novelette,29,Following the Pharmers, Brian Stableford ,Asimov's Mar 2008
2009,Best Short Story,1,Exhalation, Ted Chiang ,Eclipse Two
2009,Best Short Story,2,After the Coup, John Scalzi ,Tor.com Jul 2008
2009,Best Short Story,3,Boojim, Elizabeth Bear & Sarah Monette ,"Fast Ships, Black Sails"
2009,Best Short Story,4,The Kindness of Strangers, Nancy Kress ,Fast Forward 2
2009,Best Short Story,5,King Pelles the Sure, Peter S. Beagle ,Strange Roads
2009,Best Short Story,6,From Babel's Fall'n Glory We Fled, Michael Swanwick ,Asimov's Feb 2008
2009,Best Short Story,7,Private Eye, Terry Bisson ,F&SF; Oct/Nov 2008
2009,Best Short Story,8,26 Monkeys, Also The Abyss”,Asimov's Jul 2008
2009,Best Short Story,9,The Scarecrow's Boy, Michael Swanwick ,F&SF; Oct/Nov 2008
2009,Best Short Story,10,Evil Robot Monkey, Mary Robinette Kowal ,"The Solaris Book of New Science Fiction, Volume Two"
2009,Best Short Story,11,A Buyer's Guide to Maps of Antarctica, Catherynne M. Valente ,Clarkesworld Magazine May 2008
2009,Best Short Story,12,The Thought War, Paul Mcauley ,Postscripts Sum 2008
2009,Best Short Story,13,The Goosle, Margo Lanagan ,The Del Rey Book of Science Fiction and Fantasy
2009,Best Short Story,14,Fixing Hanover, Jeff Vandermeer ,Extraordinary Engines: The Definitive Steampunk Anthology
2009,Best Short Story,15,The Sky that Wraps the World Round, Past The Blue And Into The Black”,Clarkesworld Magazine Mar 2008
2009,Best Short Story,16,Ass-Hat Magic Spider, Scott Westerfeld ,The Starry Rift
2009,Best Short Story,17,The Dream of Reason, Jeffrey Ford ,Extraordinary Engines: The Definitive Steampunk Anthology
2009,Best Short Story,18,Invisible Empire of Ascending Light, Ken Scholes ,Eclipse Two
2009,Best Short Story,19,The Film-makers of Mars, Geoff Ryman ,Tor.com Dec 2008
2009,Best Short Story,20,The House Left Empty, Robert Reed ,Asimov's Apr/May 2008
2009,Best Short Story,21,Reader's Guide, Lisa Goldstein ,F&SF; Jul 2008
2009,Best Short Story,22,Fifty Dinosaurs, Robert Reed ,"The Solaris Book of New Science Fiction, Volume Two"
2009,Best Short Story,23,Goblin Music, Joan Aiken ,The Serial Garden: The Complete Armitage Family Stories
2009,Best Short Story,24,The Seventh Expression of the Robot General, Jeffrey Ford ,Eclipse Two
2009,Best Short Story,25,Snatch Me Another, Mercurio D. Rivera ,Abyss & Apex 1Q 2008
2008,Best SF Novel,1,The Yiddish Policemen's Union, Michael Chabon ,HarperCollins
2008,Best SF Novel,2,Spook Country, William Gibson ,Putnam; Viking UK
2008,Best SF Novel,3,Halting State, Charles Stross ,Ace; Orbit UK
2008,Best SF Novel,4,Brasyl, Ian Mcdonald ,Pyr
2008,Best SF Novel,5,The Accidental Time Machine, Joe Haldeman ,Ace
2008,Best SF Novel,6,Axis, Robert Charles Wilson ,Tor
2008,Best SF Novel,7,Black Man (US title: Thirteen), Richard Morgan ,Gollancz; Del Rey
2008,Best SF Novel,8,The Execution Channel, Ken Macleod ,Orbit; Tor
2008,Best SF Novel,9,Ha'penny, Jo Walton ,Tor
2008,Best SF Novel,10,Sixty Days and Counting, Kim Stanley Robinson ,Bantam; HarperCollins UK
2008,Best SF Novel,11,Undertow, Elizabeth Bear ,Bantam Spectra
2008,Best SF Novel,12,Mainspring, Jay Lake ,Tor
2008,Best SF Novel,13,Queen of Candesce, Karl Schroeder ,Tor
2008,Best SF Novel,14,The Sons of Heaven, Kage Baker ,Tor
2008,Best SF Novel,15,The Prefect, Alastair Reynolds ,Gollancz; Ace
2008,Best SF Novel,16,Bad Monkeys, Matt Ruff ,HarperCollins; Bloomsbury UK
2008,Best SF Novel,17,Shelter, Susan Palwick ,Tor
2008,Best SF Novel,18,HARM, Brian W. Aldiss ,Del Rey; Duckworth
2008,Best SF Novel,19,In War Times, Kathleen Ann Goonan ,Tor
2008,Best SF Novel,20,Engineer Trilogy: Devices and Desires/Evil for Evil/The Escapement, K. J. Parker ,Orbit UK; Orbit US
2008,Best SF Novel,21,The Last Colony, John Scalzi ,Tor
2008,Best SF Novel,22,Conqueror, Stephen Baxter ,Gollancz; Ace
2008,Best SF Novel,23,Till Human Voices Wake Us, Mark Budz ,Bantam Spectra
2008,Best Fantasy Novel,1,Making Money, Terry Pratchett ,Doubleday UK; HarperCollins
2008,Best Fantasy Novel,2,Ysabel, Guy Gavriel Kay ,Viking Canada; Roc
2008,Best Fantasy Novel,3,Pirate Freedom, Gene Wolfe ,Tor
2008,Best Fantasy Novel,4,Territory, Emma Bull ,Tor
2008,Best Fantasy Novel,5,Endless Things, John Crowley ,Small Beer Press; Overlook
2008,Best Fantasy Novel,6,The White Tyger, Paul Park ,Tor
2008,Best Fantasy Novel,7,Softspoken, Lucius Shepard ,Night Shade Books
2008,Best Fantasy Novel,8,Ink, Hal Duncan ,Macmillan UK; Del Rey
2008,Best Fantasy Novel,9,Orphan's Tales: In the Cities of Coin and Spice, Catherynne M. Valente ,Bantam Spectra
2008,Best Fantasy Novel,10,Whiskey and Water, Elizabeth Bear ,Roc
2008,Best Fantasy Novel,11,The New Moon's Arms, Nalo Hopkinson ,Warner
2008,Best Fantasy Novel,12,A Betrayal in Winter, Daniel Abraham ,Tor
2008,Best Fantasy Novel,13,The Secret History of Moscow, Ekaterina Sedia ,Prime Books
2008,Best Fantasy Novel,14,Titans of Chaos, John C. Wright ,Tor
2008,Best Fantasy Novel,15,Daughter of Hounds, Caitlín R. Kiernan ,Roc
2008,Best Fantasy Novel,16,The Spiral Labyrinth, Matthew Hughes ,Night Shade Books
2008,Best Fantasy Novel,17,The Name of the Wind, Patrick Rothfuss ,DAW; Gollancz
2008,Best Fantasy Novel,18,Blood Engines, T. A. Pratt ,Bantam Spectra
2008,Best Fantasy Novel,19,Bone Song, John Meaney ,Gollancz; Bantam Spectra 2008
2008,Best Novella,1,After the Siege, Cory Doctorow ,The Infinite Matrix Jan 2007
2008,Best Novella,2,Memorare, Gene Wolfe ,F&SF; Apr 2007
2008,Best Novella,3,All Seated on the Ground, Connie Willis ,Asimov's Dec 2007
2008,Best Novella,4,Stars Seen through Stone, Lucius Shepard ,F&SF; Jul 2007
2008,Best Novella,5,Muse of Fire, Dan Simmons ,The New Space Opera
2008,Best Novella,6,The Master Miller's Tale, Ian R. Macleod ,F&SF; May 2007
2008,Best Novella,7,Fountain of Age, Nancy Kress ,Asimov's Jul 2007
2008,Best Novella,8,Illyria, Elizabeth Hand ,PS Publishing
2008,Best Novella,9,Recovering Apollo 8, Kristine Kathryn Rusch ,Asimov's Jul 2007
2008,Best Novella,10,The Emperor and the Maula, Robert Silverberg ,The New Space Opera
2008,Best Novella,11,Dagger Key, Lucius Shepard ,Dagger Key and Other Stories
2008,Best Novella,12,Hormiga Canyon, Rudy Rucker & Bruce Sterling ,Asimov's Aug 2007
2008,Best Novella,13,Dead Money, Lucius Shepard ,Asimov's Apr/May 2007
2008,Best Novella,14,The Lees of Laughter's End, Steven Erikson ,PS Publishing
2008,Best Novella,15,The Game, Diana Wynne Jones ,Viking Children's
2008,Best Novella,16,Awakening, Judith Berman ,Black Gate Spr 2007
2008,Best Novella,17,Of Love and Other Monsters, Vandana Singh ,Alien Crimes
2008,Best Novella,18,Womb of Every World, Walter Jon Williams,no publishing information available
2008,Best Novelette,1,The Witch's Headstone, Neil Gaiman ,Wizards
2008,Best Novelette,2,The Merchant and the Alchemist's Gate, Ted Chiang ,F&SF; Sep 2007
2008,Best Novelette,3,Dark Integers, Greg Egan ,Asimov's Oct/Nov 2007
2008,Best Novelette,4,We Never Talk About My Brother, Peter S. Beagle ,Orson Scott Card's Intergalactic Medicine Show Jun 2007
2008,Best Novelette,5,Trunk and Disorderly, Charles Stross ,Asimov's Jan 2007
2008,Best Novelette,6,Wikiworld, Paul Di Filippo ,Fast Forward 1: Future Fiction from the Cutting Edge
2008,Best Novelette,7,The Cambist and Lord Iron: A Fairy Tale of Economics, Daniel Abraham ,Logorrhea
2008,Best Novelette,8,Urdumheim, Michael Swanwick ,The Dog Said Bow-Wow
2008,Best Novelette,9,Cryptic Coloration, Elizabeth Bear ,Jim Baen's Universe Jun 2007
2008,Best Novelette,10,The Magic Animal, Gene Wolfe ,Wizards
2008,Best Novelette,11,Kiosk, Bruce Sterling ,F&SF; Jan 2007
2008,Best Novelette,12,Glory, Greg Egan ,The New Space Opera
2008,Best Novelette,13,Against the Current, Robert Silverberg ,F&SF; Oct/Nov 2007
2008,Best Novelette,14,Winter's Wife, Elizabeth Hand ,Wizards
2008,Best Novelette,15,Light, Kelly Link ,Tin House Fall 2007
2008,Best Novelette,16,Hellfire at Twilight, Kage Baker ,Gods and Pawns
2008,Best Novelette,17,The Skysailor's Tale, Michael Swanwick ,The Dog Said Bow-Wow
2008,Best Novelette,18,Finisterra, David Moles ,F&SF; Dec 2007
2008,Best Novelette,19,The Constable of Abal, Kelly Link ,The Coyote Road: Trickster Tales
2008,Best Novelette,20,A Diorama of the Infernal Regions, Or The Devil'S Ninth Question”,Wizards
2008,Best Novelette,21,The Surgeon's Tale, Jeff Vandermeer & Cat Rambo ,Subterranean Win 2007
2008,Best Novelette,22,An Ocean is a Snowflake, Four Billion Miles Away”,Jim Baen's Universe Aug 2007
2008,Best Novelette,23,The Bone Man, Frederic S. Durbin ,F&SF; Dec 2007
2008,Best Novelette,24,Holly and Iron, Garth Nix ,Wizards
2008,Best Novelette,25,The Sky is Large and the Earth is Small, Chris Roberson ,Asimov's Jul 2007
2008,Best Novelette,26,Dance of Shadows, Fred Chappell ,F&SF; Mar 2007
2008,Best Novelette,27,The Evolution of Trickster Stories Among the Dogs of North Park After the Change, Kij Johnson ,The Coyote Road: Trickster Tales
2008,Best Novelette,28,The Forest, Laird Barron ,Inferno
2008,Best Novelette,29,Safeguard, Nancy Kress ,Asimov's Jan 2007
2008,Best Novelette,30,Wizard's Six, Alex Irvine ,F&SF; Jun 2007
2008,Best Novelette,31,Princess Lucinda and the Hound of the Moon, Theodora Goss ,Realms of Fantasy Jun 2007
2008,Best Novelette,32,Crossing the Seven, Jay Lake ,Logorrhea
2008,Best Short Story,1,A Small Room in Koboldtown, Michael Swanwick ,Asimov's Apr/May 2007
2008,Best Short Story,2,The Last and Only, Or,Eclipse One: New Fantasy and Science Fiction
2008,Best Short Story,3,Who's Afraid of Wolf 359?, Ken Macleod ,The New Space Opera
2008,Best Short Story,4,Tideline, Elizabeth Bear ,Asimov's Apr/May 2007
2008,Best Short Story,5,Last Contact, Stephen Baxter ,The Solaris Book of New Science Fiction
2008,Best Short Story,6,Unique Chicken Goes in Reverse, Andy Duncan ,Eclipse One: New Fantasy and Science Fiction
2008,Best Short Story,7,Art of War, Nancy Kress ,The New Space Opera
2008,Best Short Story,8,Jesus Christ, Reanimator”,Fast Forward 1: Future Fiction from the Cutting Edge
2008,Best Short Story,9,The Dreaming Wind, Jeffrey Ford ,The Coyote Road: Trickster Tales
2008,Best Short Story,10,Pirates of the Somali Coast, Terry Bisson ,Subterranean Oct 2007
2008,Best Short Story,11,Barrens Dancing, Peter S. Beagle ,Wizards
2008,Best Short Story,12,The Third Bear, Jeff Vandermeer ,Clarkesworld Magazine Apr 2007
2008,Best Short Story,13,The Drowned Life, Jeffrey Ford ,Eclipse One: New Fantasy and Science Fiction
2008,Best Short Story,14,Always, Karen Joy Fowler ,Asimov's Apr/May 2007
2008,Best Short Story,15,Artifice and Intelligence, Tim Pratt ,Strange Horizons 6 Aug 2007
2008,Best Short Story,16,Magic with Thirteen-Year-Old Boys, Robert Reed ,F&SF; Mar 2007
2008,Best Short Story,17,Among Strangers, Pat Cadigan ,disLOCATIONS
2008,Best Short Story,18,Orm the Beautiful, Elizabeth Bear ,Clarkesworld Magazine Jan 2007
2008,Best Short Story,19,Mrs. Zeno's Paradox, Ellen Klages ,Eclipse One: New Fantasy and Science Fiction
2008,Best Short Story,20,Verthandi's Ring, Ian Mcdonald ,The New Space Opera
2008,Best Short Story,21,The Ruby Incomparable, Kage Baker ,Wizards
2008,Best Short Story,22,Memoir of a Deer Woman, M. Rickert ,F&SF; Mar 2007
2008,Best Short Story,23,Osama Phone Home, David Marusek ,MIT Technology Review Mar/Apr 2007
2008,Best Short Story,24,Stone and the Librarian, William Browning Spencer ,F&SF; Feb 2007
2008,Best Short Story,25,Sanjeev and Robotwallah, Ian Mcdonald ,Fast Forward 1: Future Fiction from the Cutting Edge
2008,Best Short Story,26,The Manticore Spell, Jeffrey Ford ,Wizards
2008,Best Short Story,27,Holiday, M. Rickert ,Subterranean Oct 2007
2008,Best Short Story,28,The Lost Boy: A Reporter at Large, Maureen F. Mchugh ,Eclipse One: New Fantasy and Science Fiction
2008,Best Short Story,29,Under the Bottom of the Lake, Jeffrey Ford ,Subterranean Oct 2007
2008,Best Short Story,30,Three Days of Rain, Holly Phillips ,Asimov's Jun 2007
2008,Best Short Story,31,Soul Case, Nalo Hopkinson ,Foundation Sum 2007
2008,Best Short Story,32,By Fools Like Me, Nancy Kress ,Asimov's Sep 2007
2008,Best Short Story,33,Singing of Mount Abora, Theodora Goss ,Logorrhea
2008,Best Short Story,34,Fragrant Goddess, Paul Park ,F&SF; Oct/Nov 2007
2008,Best Short Story,35,The Lustration, Bruce Sterling ,Eclipse One: New Fantasy and Science Fiction
2008,Best Short Story,36,Electric Rains, Kathleen Ann Goonan ,Eclipse One: New Fantasy and Science Fiction
2008,Best Short Story,37,A Plain Tale from Our Hills, Bruce Sterling ,Subterranean Oct 2007
2008,Best Short Story,38,Graduation Afternoon, Stephen King ,Postscripts Spr 2007
2008,Best Short Story,39,Clockmaker's Requiem, Barth Anderson ,Clarkesworld Magazine Mar 2007
2008,Best Short Story,40,Catherine and the Satyr, Theodora Goss ,Strange Horizons Oct 2007
2008,Best Short Story,41,Molly and the Red Hat, Benjamin Rosenbaum ,Interzone #212 Sep/Oct 2007
2008,Best Short Story,42,C-Rock City, Jay Lake & Greg Van Eekhout ,The Solaris Book of New Science Fiction
2007,Best SF Novel,1,Rainbows End, Vernor Vinge ,Tor
2007,Best SF Novel,2,Glasshouse, Charles Stross ,Ace; Orbit
2007,Best SF Novel,3,Blindsight, Peter Watts ,Tor
2007,Best SF Novel,4,Carnival, Elizabeth Bear ,Bantam Spectra
2007,Best SF Novel,5,Farthing, Jo Walton ,Tor
2007,Best SF Novel,6,The Clan Corporate, Charles Stross ,Tor
2007,Best SF Novel,7,The Road, Cormac Mccarthy ,Knopf; Picador
2007,Best SF Novel,8,Against the Day, Thomas Pynchon ,Penguin; Cape
2007,Best SF Novel,9,Sun of Suns, Karl Schroeder ,Tor
2007,Best SF Novel,10,Mathematicians in Love, Rudy Rucker ,Tor
2007,Best SF Novel,11,Eifelheim, Michael Flynn ,Tor
2007,Best SF Novel,12,Nova Swing, M. John Harrison ,Gollancz; Bantam Spectra
2007,Best SF Novel,13,End of the World Blues, Jon Courtenay Grimwood ,Gollancz; Bantam Spectra
2007,Best SF Novel,14,Matriarch, Karen Traviss ,Eos
2007,Best SF Novel,15,The Armies of Memory, John Barnes ,Tor
2007,Best SF Novel,16,Polity Agent, Neal Asher ,Tor UK
2007,Best SF Novel,17,Emperor, Stephen Baxter ,Gollancz; Ace
2007,Best SF Novel,18,Keeping It Real, Justina Robson ,Gollancz; Pyr
2007,Best SF Novel,19,The Ghost Brigades, John Scalzi ,Tor
2007,Best SF Novel,20,Horizons, Mary Rosenblum ,Tor
2007,Best SF Novel,21,Babylon, Richard Calder ,PS Publishing
2007,Best SF Novel,22,The Android's Dream, John Scalzi ,Tor
2007,Best Fantasy Novel,1,The Privilege of the Sword, Ellen Kushner ,Small Beer Press; Bantam Spectra
2007,Best Fantasy Novel,2,The Jennifer Morgue, Charles Stross ,Golden Gryphon; Ace
2007,Best Fantasy Novel,3,Soldier of Sidon, Gene Wolfe ,Tor
2007,Best Fantasy Novel,4,Three Days to Never, Tim Powers ,Subterranean; Morrow
2007,Best Fantasy Novel,5,The Last Witchfinder, James Morrow ,Morrow
2007,Best Fantasy Novel,6,Shriek: An Afterword, Jeff Vandermeer ,Tor UK; Tor
2007,Best Fantasy Novel,7,Solstice Wood, Patricia A. Mckillip ,Ace
